title,who,what,keywords,keywords_bert
포지션 변경 중인 한국 가스 공사 신승민 단추,한국 가스 공사,신승민 수비 작년 경험 공격 웃음 타이밍 공격 번의 움직임 부분 수정 라며 공격 아쉬움 강혁 한국 가스 공사,"['가스', '공격', '공사', '신승민', '한국', '경험', '웃음', '번의', '포지션', '수정', '움직임', '아쉬움', '타이밍', '작년', '변경', '수비', '강혁', '단추', '라며', '중인', '부분', '배포', '백화점', '백두산', '배지', '백현동', '히알루론산', '버거', '버스', '버스킹']","[""['가스',"", ""'버스킹']"", ""'변경',"", ""'버거',"", ""'번의',"", ""'배포',"", ""'부분',"", ""'작년',"", ""'경험',"", ""'포지션',""]"
자기계발 진심 세대 직장 플랫폼 해결사,민트 디지털 마케팅 데이터 노하우 다방면 접목 업무 축시 최고 복지 동료 동료 직장인 업무 수행 업무 만족도 매우 인재 검증 플랫폼,클래스,"['업무', '플랫폼', '동료', '직장', '자기계발', '진심', '인재', '접목', '민트', '클래스', '매우', '세대', '해결사', '만족도', '다방면', '수행', '축시', '노하우', '복지', '검증', '최고', '디지털', '직장인', '마케팅', '데이터', '배포', '배지', '배우', '백두산', '배송']","[""['업무',"", ""'배송']"", ""'배우',"", ""'최고',"", ""'수행',"", ""'배지',"", ""'플랫폼',"", ""'동료',"", ""'직장',"", ""'자기계발',""]"
이동환 앤드 농구 대표팀 광복절 굴욕,대한민국 농구 협회,대형 사건,"['농구', '굴욕', '광복절', '앤드', '이동환', '협회', '대한민국', '대형', '대표팀', '사건', '배포', '백두산', '백현동', '백화점', '버거', '버스', '히알루론산', '버스킹', '배지', '벌금', '법률', '법원', '법전', '베이트', '변경', '변신', '병동', '병원', '보강', '보건']","[""['농구',"", ""'보건']"", ""'사건',"", ""'병동',"", ""'버거',"", ""'굴욕',"", ""'광복절',"", ""'앤드',"", ""'이동환',"", ""'대한민국',""]"
대전 소식 시립 박물관 어린이 체험 전시 탐험대 개막,전시,일상 효율 시계,"['전시', '박물관', '효율', '탐험대', '시계', '시립', '일상', '체험', '개막', '어린이', '소식', '대전', '배우', '백현동', '배지', '배송', '배포', '배상', '백두산', '히알루론산', '버스킹', '백화점', '버거', '버스', '배구', '번의', '벌금', '법률', '법원', '법전']","[""['전시',"", ""'법전']"", ""'체험',"", ""'박물관',"", ""'배우',"", ""'배송',"", ""'시립',"", ""'일상',"", ""'어린이',"", ""'소식',""]"
조승우 재림 뮤지컬 오페라 유령 분량 티켓 오픈 피켓 전쟁,에스 앤코,오페라 유령,"['오페라', '유령', '조승우', '분량', '티켓', '에스', '피켓', '뮤지컬', '앤코', '재림', '오픈', '전쟁', '베이트', '법전', '배송', '배우', '보강', '병원', '배지', '배포', '백두산', '백현동', '백화점', '버거', '병동', '변신', '버스', '버스킹', '변경', '배상']","[""['오페라',"", ""'배상']"", ""'배우',"", ""'보강',"", ""'유령',"", ""'티켓',"", ""'에스',"", ""'피켓',"", ""'변경',"", ""'베이트',""]"
대한민국 황소 황희 일본 적토마 미토 한일전 진검 승부,브라이튼 앤호브 알비 온스,미니 한일전,"['한일전', '브라이튼', '미니', '앤호브', '황소', '진검', '미토', '적토마', '황희', '알비', '온스', '승부', '대한민국', '일본', '백화점', '배상', '배송', '배우', '배지', '변신', '배포', '백두산', '백현동', '변경', '버거', '법률', '버스', '베이트', '버스킹', '번의']","[""['한일전',"", ""'번의']"", ""'배우',"", ""'브라이튼',"", ""'미니',"", ""'황희',"", ""'적토마',"", ""'변신',"", ""'버거',"", ""'백현동',""]"
추경호 유류 인하 연장 저하 종합,아시아 개발 은행,저하,"['저하', '유류', '추경호', '인하', '아시아', '은행', '연장', '종합', '개발', '배포', '백두산', '백현동', '배지', '배우', '백화점', '버거', '버스', '버스킹', '번의', '배상', '벌금', '법률', '법원', '법전', '베이트', '변경', '변신', '병동', '병원', '보강']","[""['저하',"", ""'보강']"", ""'종합',"", ""'배우',"", ""'아시아',"", ""'버거',"", ""'유류',"", ""'추경호',"", ""'인하',"", ""'연장',""]"
그리스도인,그리스도인,그리스도인 고난,"['그리스도인', '고난', '히알루론산', '배우', '배지', '배포', '백두산', '백현동', '백화점', '버거', '버스', '버스킹', '번의', '벌금', '법률', '법원', '배상', '법전', '베이트', '변경', '변신', '병동', '병원', '보강', '보건', '보건복지부', '보고', '보고서', '배송', '배병준']","[""'배병준']"", ""['그리스도인',"", ""'배우',"", ""'배포',"", ""'법률',"", ""'고난',"", ""'히알루론산',"", ""'배지',"", ""'백두산',"", ""'백현동',""]"
거미집 정수정 라이 스타 변신 대사 출연,유림,영화 거미집 결말 걸작 감독 송강호 검열 내용 이해 배우 제작자 일보 직전 악조건 촬영 붙이 작품,"['거미집', '악조건', '붙이', '걸작', '검열', '송강호', '결말', '직전', '영화', '라이', '스타', '변신', '내용', '일보', '제작자', '정수정', '유림', '출연', '작품', '이해', '배우', '감독', '대사', '촬영', '변경', '백현동', '백화점', '버거', '반영', '버스']","[""['거미집',"", ""'버스']"", ""'배우',"", ""'촬영',"", ""'일보',"", ""'반영',"", ""'대사',"", ""'악조건',"", ""'직전',"", ""'정수정',""]"
한기대 공용 장비 센터 국제 공인 시험 기관 자격 유지,산업 통상 자원부 국가기술표준원,,"['국가기술표준원', '시험', '장비', '공용', '한기대', '센터', '공인', '자원부', '통상', '유지', '국제', '자격', '산업', '기관', '백두산', '백현동', '버스', '백화점', '배포', '버거', '히알루론산', '벌금', '버스킹', '번의', '배우', '법률', '법원', '법전', '베이트', '변경']","[""['국가기술표준원',"", ""'변경']"", ""'국제',"", ""'배우',"", ""'배포',"", ""'한기대',"", ""'공인',"", ""'베이트',"", ""'자격',"", ""'백현동',""]"
일본 무역수지 개월 적자 기록,일본 재무성,일본 도쿄 긴자 거리 시민 횡단보도 모습,"['일본', '무역수지', '기록', '긴자', '재무성', '횡단보도', '모습', '시민', '거리', '도쿄', '개월', '적자', '법률', '백두산', '백현동', '백화점', '버거', '버스', '버스킹', '번의', '보건복지부', '벌금', '법전', '법원', '병원', '베이트', '변경', '배지', '변신', '보건']","[""['일본',"", ""'시민',"", ""'기록',"", ""'거리',"", ""'법원',"", ""'도쿄',"", ""'긴자',"", ""'모습',"", ""'변신',"", ""'적자',""]"
코란 모독 무슬림 태운 교회 집기,파키스탄 파이살라바드 인근 자란왈라 무슬림,자란왈라 기독교인 코란 모독 이유 무슬림 기독교 구역 습격 교회 여러 파손,"['무슬림', '코란', '자란왈라', '교회', '모독', '태운', '파이살라바드', '집기', '기독교', '기독교인', '여러', '이유', '인근', '파손', '구역', '파키스탄', '습격', '버스킹', '백현동', '버거', '버스', '백화점', '법원', '번의', '벌금', '법률', '배포', '법전', '베이트', '변경']","[""['무슬림',"", ""'변경']"", ""'버스킹',"", ""'자란왈라',"", ""'베이트',"", ""'기독교인',"", ""'습격',"", ""'여러',"", ""'번의',"", ""'파이살라바드',""]"
군수 열차 폭격 지원 스트라이커 대도 파괴,러시아군,러시아군 우크라이나 동부 일대 미사일 공격 우크라이나 군수 열차 미국 지원 스트라이커 장갑차 파괴,"['파괴', '스트라이커', '군수', '열차', '러시아군', '우크라이나', '지원', '동부', '장갑차', '일대', '미사일', '폭격', '대도', '공격', '미국', '배지', '버거', '배포', '백두산', '백현동', '백화점', '히알루론산', '버스', '번의', '벌금', '법률', '법원', '법전', '베이트', '변경']","[""['파괴',"", ""'변경']"", ""'지원',"", ""'일대',"", ""'동부',"", ""'대도',"", ""'공격',"", ""'배지',"", ""'우크라이나',"", ""'백두산',""]"
임관식 안산 사령탑 교체 경기,안산 사령탑 지휘 경기 승리 다짐 안산 오후 안산 스타디움 충남 아산,안산 사령탑 지휘 경기 승리 다짐 안산 오후 안산 스타디움 충남 아산 하나원 리그,"['안산', '사령탑', '경기', '다짐', '지휘', '충남', '아산', '스타디움', '승리', '오후', '교체', '하나원', '임관식', '리그', '법원', '백두산', '백현동', '백화점', '버거', '버스', '버스킹', '번의', '벌금', '법률', '발언', '발롱도르', '발각', '법전', '베이트', '변경']","[""['안산',"", ""'변경']"", ""'발언',"", ""'임관식',"", ""'베이트',"", ""'사령탑',"", ""'다짐',"", ""'지휘',"", ""'충남',"", ""'아산',""]"
한화 사랑 헌신 기회,랜더,한승혁 장민재 선발 로테이션 이탈,"['헌신', '한화', '한승혁', '장민재', '랜더', '로테이션', '이탈', '선발', '기회', '사랑', '백두산', '백현동', '히알루론산', '배포', '버거', '배지', '배우', '백화점', '버스킹', '버스', '배상', '번의', '벌금', '법률', '법원', '법전', '베이트', '변경', '변신', '병동']","[""['헌신',"", ""'병동']"", ""'사랑',"", ""'배우',"", ""'베이트',"", ""'백현동',"", ""'변경',"", ""'한화',"", ""'한승혁',"", ""'장민재',""]"
외국 선수 에릭 리바운드 나이지리아 말리 쿼터 역전패,말리,세네갈 말리 나이지리아 올림픽 자격 예선 하위 파리 올림픽 최종 예선 진출 사진 제공,"['말리', '나이지리아', '예선', '올림픽', '쿼터', '파리', '외국', '역전패', '에릭', '세네갈', '선수', '리바운드', '최종', '하위', '진출', '자격', '사진', '제공', '부엌', '배지', '부품', '방위사업청', '방출', '방통위', '방화', '배구', '배병준', '배상', '배송', '배우']","[""['말리',"", ""'사진',"", ""'배우']"", ""'배병준',"", ""'배구',"", ""'파리',"", ""'외국',"", ""'역전패',"", ""'에릭',"", ""'세네갈',""]"
연세 사랑 병원 개원 주년 확장 이전,연세 사랑 병원,척추 질환 진단 감염 관리 위해 온도 습도 유지 수술실 첨단 공조 시스템 마련 환자 수요 이동 편의 위해 엘리베이터 증설 호기 운영 환자 관리 안전 위해 병동 간호 간병 서비스 대리 수술,"['위해', '환자', '연세', '병원', '사랑', '관리', '안전', '주년', '증설', '확장', '감염', '수술실', '공조', '호기', '질환', '수요', '개원', '편의', '진단', '간병', '간호', '이동', '척추', '병동', '대리', '습도', '이전', '엘리베이터', '첨단', '시스템']","[""['위해',"", ""'시스템']"", ""'안전',"", ""'질환',"", ""'연세',"", ""'첨단',"", ""'증설',"", ""'확장',"", ""'감염',"", ""'수술실',""]"
마지막 최완 김행 정예 성과 본선 진출 조명 패자부활전 월드 쿠션 서바이벌,조명,월드 쿠션 서바이벌,"['서바이벌', '쿠션', '조명', '월드', '본선', '패자부활전', '정예', '김행', '최완', '성과', '마지막', '진출', '백두산', '백현동', '히알루론산', '백화점', '배지', '배우', '배송', '배포', '버스', '버거', '배병준', '버스킹', '번의', '벌금', '법률', '법원', '법전', '베이트']","[""['서바이벌',"", ""'베이트']"", ""'성과',"", ""'배우',"", ""'벌금',"", ""'마지막',"", ""'진출',"", ""'법전',"", ""'히알루론산',"", ""'패자부활전',""]"
잿더미 하와이 지붕 비밀,펠레 마우이 카운티 경찰서,하와이 산불 참사,"['하와이', '잿더미', '경찰서', '지붕', '비밀', '펠레', '카운티', '참사', '마우이', '산불', '버스킹', '백두산', '백현동', '배포', '백화점', '버거', '배지', '배우', '버스', '히알루론산', '번의', '벌금', '배상', '법률', '법원', '법전', '베이트', '변경', '변신', '병동']","[""['하와이',"", ""'병동']"", ""'배우',"", ""'히알루론산',"", ""'비밀',"", ""'산불',"", ""'법률',"", ""'백두산',"", ""'변경',"", ""'잿더미',""]"
히알루론산 필러 볼렉스 태국 품목 허가 획득,태국 식약청,,"['태국', '식약청', '히알루론산', '필러', '허가', '품목', '볼렉스', '획득', '배포', '백화점', '백현동', '백두산', '배지', '버스', '배우', '배송', '배상', '버거', '벌금', '버스킹', '번의', '배구', '법률', '법원', '법전', '베이트', '변경', '변신', '병동', '병원']","[""['태국',"", ""'병원']"", ""'배우',"", ""'배송',"", ""'식약청',"", ""'히알루론산',"", ""'필러',"", ""'품목',"", ""'볼렉스',"", ""'획득',""]"
우승 마무리 외국인 감독 바람 하위 반란 예고,한국 배구 연맹,대회 외국인 감독 바람 하위 반란 예고,"['반란', '하위', '예고', '감독', '바람', '외국인', '우승', '마무리', '대회', '연맹', '배구', '한국', '발인', '발각', '발목', '발롱도르', '백화점', '버거', '발령', '버스', '버스킹', '번의', '벌금', '법률', '백두산', '법원', '법전', '베이트', '변경', '변신']","[""['반란',"", ""'변신']"", ""'마무리',"", ""'발인',"", ""'발각',"", ""'발목',"", ""'발롱도르',"", ""'예고',"", ""'발령',"", ""'하위',""]"
웰스파고 국채 금리 상한선 근접 국채 투자 막차 탑승 기회,웰스파고,리먼 브러더스 사태,"['웰스파고', '국채', '탑승', '막차', '근접', '브러더스', '상한선', '금리', '기회', '리먼', '투자', '사태', '마무리', '병동', '버스', '버스킹', '번의', '벌금', '법률', '법원', '법전', '베이트', '변경', '변신', '병원', '백화점', '보강', '보건', '보건복지부', '보고']","[""['웰스파고',"", ""'보고']"", ""'투자',"", ""'탑승',"", ""'막차',"", ""'기회',"", ""'리먼',"", ""'마무리',"", ""'국채',"", ""'근접',""]"
모빌리티 인도네시아 소형 전기,한국,인도네시아 사업 추진 탄력 상황 인도네시아 사업 국산 현지 고려 진행 전기차 핵심 부품 모터 동계 부품 국산 적용 인도네시아 현지 부품 비율 현지 부품 시장 기술 상황 파악 현지 통해 가격 경쟁력 확보 계획 박영태,"['부품', '인도네시아', '현지', '국산', '상황', '사업', '동계', '비율', '전기차', '전기', '모빌리티', '확보', '경쟁력', '계획', '고려', '박영태', '탄력', '소형', '모터', '파악', '통해', '추진', '진행', '기술', '핵심', '적용', '가격', '시장', '한국', '부문']","[""['부품',"", ""'시장',"", ""'경쟁력',"", ""'부문']"", ""'기술',"", ""'상황',"", ""'가격',"", ""'한국',"", ""'인도네시아',"", ""'현지',""]"
제트엔진 상승세 임성재 첫날 선두 김주형 위기,잉글랜드,김경호 선임 기자,"['임성재', '첫날', '상승세', '선두', '제트엔진', '김주형', '선임', '잉글랜드', '김경호', '기자', '위기', '베이트', '백두산', '배구', '배병준', '배상', '배송', '배우', '배지', '병동', '변경', '배포', '백현동', '법전', '백화점', '변신', '버스', '버스킹', '방화', '번의']","[""['임성재',"", ""'번의']"", ""'위기',"", ""'상승세',"", ""'김주형',"", ""'선임',"", ""'잉글랜드',"", ""'김경호',"", ""'방화',"", ""'베이트',""]"
바닥 차근차근 발전 신인 주수빈 시즌 도전,투어 유럽 여자 골프 투어 유럽 프로 골프 월드 투어,탈락 위기 김경호 선임 기자,"['투어', '유럽', '골프', '주수빈', '차근차근', '신인', '바닥', '탈락', '발전', '여자', '선임', '김경호', '도전', '시즌', '월드', '프로', '기자', '위기', '백현동', '백두산', '배포', '배지', '배우', '백화점', '배송', '버거', '버스', '법률', '버스킹', '번의']","[""'번의']"", ""['투어',"", ""'배우',"", ""'위기',"", ""'발전',"", ""'기자',"", ""'유럽',"", '여자', ""'월드',"", ""'선임',""]"
대표팀 막내 문정현 대구 연습 경기 소감,,연습 경기,"['연습', '경기', '막내', '소감', '문정현', '대표팀', '대구', '백현동', '버거', '백화점', '배포', '백두산', '버스킹', '배지', '배우', '배송', '버스', '히알루론산', '번의', '배상', '법률', '법원', '법전', '베이트', '변경', '변신', '병동', '병원', '보강', '보건']","[""['연습',"", ""'보건']"", ""'배우',"", ""'경기',"", ""'막내',"", ""'소감',"", ""'문정현',"", ""'대구',"", ""'백현동',"", ""'버거',""]"
김승겸 합참의장 판문점 도끼 만행 사건 희생 추모,판문점,판문점 도끼 만행 사건,"['판문점', '도끼', '만행', '사건', '합참의장', '추모', '김승겸', '희생', '변신', '변경', '배우', '보건', '배지', '보강', '병원', '배포', '백두산', '백현동', '백화점', '버거', '버스', '버스킹', '번의', '배송', '벌금', '법률', '병동', '법원', '법전', '베이트']","[""['판문점',"", ""'베이트']"", ""'사건',"", ""'배우',"", ""'배포',"", ""'도끼',"", ""'만행',"", ""'추모',"", ""'김승겸',"", ""'희생',""]"
나은 경기 배병준 경기,제공,합류 핵심 가드 최성원 존스 도중 부상 이탈 악재,"['경기', '배병준', '악재', '최성원', '가드', '나은', '도중', '합류', '부상', '존스', '이탈', '핵심', '제공', '법원', '백현동', '병동', '변신', '배우', '변경', '배지', '배포', '백두산', '베이트', '법률', '백화점', '버거', '버스', '버스킹', '법전', '배송']","[""'배송']"", ""['경기',"", ""'배우',"", ""'제공',"", ""'배병준',"", ""'악재',"", ""'최성원',"", ""'가드',"", ""'나은',"", ""'도중',""]"
헝다 파산보호 신청 해외 재기,중국,채무불이행 디폴트 가까이 주식 거래 중지 중국 부동산 개발 헝다 에버 미국 법원 파산 보호 신청 중국 부동산 위기,"['중국', '헝다', '신청', '부동산', '주식', '파산보호', '에버', '중지', '파산', '가까이', '보호', '재기', '해외', '채무불이행', '디폴트', '거래', '법원', '개발', '위기', '미국', '백두산', '배포', '배지', '버스', '백현동', '백화점', '버거', '배송', '버스킹', '번의']","[""'번의']"", ""['중국',"", ""'주식',"", ""'신청',"", '주식', ""'법원',"", '보호', ""'보호',"", ""'중지',"", ""'배지',""]"
대통령 부친 발인 장례 절차 오늘 출국,국민,부친상,"['절차', '장례', '오늘', '발인', '부친상', '출국', '부친', '국민', '대통령', '백화점', '버거', '백두산', '백현동', '버스킹', '배포', '배지', '버스', '히알루론산', '번의', '배송', '벌금', '법률', '법원', '법전', '베이트', '변경', '변신', '병동', '병원', '보강']","[""['절차',"", ""'보강']"", ""'대통령',"", ""'국민',"", ""'법원',"", ""'오늘',"", ""'배포',"", ""'장례',"", ""'발인',"", ""'부친상',""]"
애플 삼성 처음,카운터 포인트 리서치,중국 올해 글로벌 스마트폰 판매 감소 주요 원인 작용 북미 지역 상반기 하량 자릿수 하락 설명 보고서 고용 시장 강세 인플레이션 하락,"['하락', '리서치', '강세', '글로벌', '원인', '카운터', '보고서', '삼성', '포인트', '인플레이션', '하량', '설명', '자릿수', '작용', '고용', '북미', '감소', '처음', '상반기', '애플', '스마트폰', '올해', '판매', '지역', '주요', '시장', '중국', '버거', '배상', '배송']","[""['하락',"", ""'배송']"", ""'시장',"", ""'지역',"", ""'글로벌',"", ""'처음',"", '포인트', ""'판매',"", ""'올해',"", ""'자릿수',""]"
씨줄 날줄 해녀 포럼 동구 논설 위원,해녀,환경오염 연안 자원 보존,"['해녀', '씨줄', '날줄', '동구', '보존', '환경오염', '위원', '논설', '연안', '포럼', '자원', '백화점', '백현동', '백두산', '버거', '버스', '버스킹', '배포', '히알루론산', '번의', '배우', '벌금', '법률', '법원', '법전', '베이트', '변경', '변신', '병동', '병원']","[""['해녀',"", ""'포럼',"", ""'병원']"", ""'배우',"", ""'위원',"", ""'백두산',"", ""'씨줄',"", ""'날줄',"", ""'동구',"", ""'환경오염',""]"
불스원 차량 듀얼 코일 무선 충전 거치 출시,불스원,소음 모터 적용 소음 걱정 용감 제공 차량 시동 상태 동작 차량 시동 스마트폰 거치 분리,"['차량', '시동', '불스원', '거치', '소음', '동작', '걱정', '무선', '분리', '상태', '충전', '용감', '코일', '듀얼', '스마트폰', '모터', '출시', '적용', '제공', '마지막', '발각', '배포', '백두산', '백현동', '백화점', '버거', '버스', '버스킹', '리퍼', '번의']","[""'번의']"", ""['차량',"", ""'상태',"", ""'거치',"", ""'걱정',"", ""'무선',"", ""'분리',"", ""'충전',"", ""'용감',"", ""'코일',""]"
최수연 네이버 대표 중소 공인 지원 규모 확대 집중,중소 공인,,"['중소', '공인', '최수연', '네이버', '확대', '집중', '규모', '대표', '지원', '배우', '배지', '버거', '배포', '백두산', '백현동', '배송', '백화점', '히알루론산', '배상', '버스킹', '번의', '벌금', '법률', '법원', '법전', '베이트', '변경', '변신', '병동', '병원']","[""['중소',"", ""'지원',"", ""'공인',"", ""'배상',"", ""'버거',"", ""'배포',"", ""'백두산',"", ""'배송',"", ""'네이버',"", ""'히알루론산',""]"
솔트룩스 자회사 플루 규모 유상증자 결정 주목 공시,플루,기업 소비자 거래,"['플루', '소비자', '자회사', '결정', '공시', '솔트룩스', '유상증자', '규모', '주목', '기업', '거래', '버거', '백화점', '히알루론산', '백현동', '백두산', '배포', '배지', '버스', '벌금', '버스킹', '번의', '배송', '법률', '법원', '법전', '베이트', '변경', '변신', '병동']","[""'병동']"", ""['플루',"", ""'배포',"", ""'자회사',"", ""'공시',"", ""'솔트룩스',"", ""'유상증자',"", ""'변신',"", ""'버거',"", ""'히알루론산',""]"
초점 남친 연예인 산다라박 소유 펠트 걸그룹 과감 비밀연애 고백,,데뷔 연애 금지 문자 사이버 연애,"['연애', '걸그룹', '데뷔', '산다라박', '소유', '비밀연애', '초점', '펠트', '남친', '문자', '연예인', '과감', '고백', '금지', '사이버', '버스킹', '백현동', '보건', '보강', '백화점', '버거', '변신', '버스', '병원', '번의', '변경', '벌금', '병동', '법률', '법원']","[""['연애',"", ""'법원']"", ""'보강',"", ""'걸그룹',"", ""'펠트',"", ""'고백',"", ""'금지',"", ""'초점',"", ""'변신',"", ""'문자',""]"
경량 기술 개발 서비스 기반 마련,노키아 미디어텍,웨어 러블 기기 커넥티드 자동차 스마트 팩토리 기기,"['기기', '경량', '커넥티드', '웨어', '팩토리', '노키아', '미디어텍', '자동차', '스마트', '러블', '서비스', '기술', '마련', '기반', '개발', '버거', '버스', '백화점', '버스킹', '백현동', '번의', '히알루론산', '벌금', '법률', '법원', '백두산', '베이트', '변경', '변신', '병동']","[""['기기',"", ""'병동']"", ""'자동차',"", ""'기술',"", ""'버거',"", ""'경량',"", ""'커넥티드',"", ""'팩토리',"", ""'노키아',"", ""'변신',""]"
